domain	crop	chosen_width	score_8192	score_10240	score_12288	score_14336	score_16384
legal	29	14336	1.68915	1.571825	2.385262	0.415802	1.851665
legal	30	14336	2.319957	1.954465	2.752381	1.465361	3.523084
legal	31	14336	1.713015	1.782086	2.677196	0.796712	2.457256
legal	32	14336	1.771176	1.449472	2.117716	0.693895	2.396148
legal	33	14336	1.266573	1.261009	2.085895	0.681107	2.542532
legal	34	14336	0.962829	1.080473	1.952322	0.675429	2.908506
legal	35	14336	1.431033	1.419583	2.202073	0.632032	2.709715
legal	36	14336	2.070534	1.627454	2.627296	0.755781	2.440996
legal	37	14336	1.272254	1.302069	1.967887	1.01239	2.611631
legal	38	14336	1.239334	1.249972	2.115714	0.802964	2.678926
legal	39	14336	1.445515	1.359123	2.063983	0.87544	2.579307
legal	40	14336	1.237723	1.299367	1.993026	0.67314	2.550124
legal	41	14336	1.155483	1.103949	1.945194	0.669452	2.390223
legal	42	14336	1.557426	1.61372	2.467848	1.171536	3.059765
legal	43	14336	1.429126	1.333203	2.098579	0.731078	2.779719
legal	44	14336	1.164507	1.183643	1.900338	0.889878	2.531226
legal	45	14336	1.64046	1.60414	2.293437	0.969617	2.887248
legal	46	14336	1.46159	1.416628	2.338835	1.050232	2.825157
legal	47	14336	1.479488	1.486864	2.305481	0.883341	2.705465
legal	48	14336	1.249694	1.363216	2.42869	0.779211	2.722685
legal	49	14336	1.212657	1.252331	2.048882	0.950904	2.802257
legal	50	14336	1.574365	1.466066	2.31194	0.569746	2.096316
legal	51	14336	1.592106	1.516965	2.313488	1.072896	2.656003
legal	52	14336	1.704256	1.397734	2.254762	0.673925	2.302583
legal	53	14336	1.900641	1.84589	2.520586	0.760799	2.466861
legal	54	14336	1.18286	1.224999	1.94795	0.914266	2.687478
legal	55	14336	1.91324	1.718687	2.498579	0.881137	2.244929
legal	56	8192	1.084205	1.172945	2.267632	1.094338	3.144132
legal	57	14336	1.936078	1.657542	2.590701	0.940657	2.518544
legal	58	14336	1.450757	1.224316	2.64523	0.878077	2.391007
legal	59	14336	1.30552	1.297477	2.109838	1.026037	2.925035
legal	60	14336	1.627251	1.515743	2.151739	0.875683	3.001652
legal	61	14336	1.276192	1.326906	1.979131	0.874693	2.704023
legal	62	14336	1.442023	1.363334	2.201647	0.872072	2.659742
legal	63	14336	1.353194	1.281987	2.096058	0.862169	2.732504
legal	64	14336	1.024832	1.119537	1.754663	0.776719	2.680913
legal	65	14336	1.071987	1.208352	2.026864	1.038111	2.887571
legal	66	14336	1.895458	1.915992	2.941704	1.158471	2.681744
legal	67	14336	1.030949	1.074965	1.838845	0.617457	2.350241
legal	68	14336	1.769809	1.804833	2.511775	0.744233	2.623864
legal	69	14336	1.490996	1.433047	2.360776	0.734595	2.653874
legal	70	14336	2.054272	2.024127	2.703339	1.166829	2.828523
legal	71	14336	1.425471	1.390749	2.436774	0.856684	2.820281
legal	72	14336	1.787335	1.694366	2.492686	0.735362	2.101786
legal	73	14336	1.35623	1.460685	2.32628	0.90811	2.643463
legal	74	14336	1.519915	1.269764	2.103254	0.641044	2.259106
legal	75	14336	1.994942	1.996143	2.722071	0.795948	2.221403
legal	76	14336	1.246959	1.212673	1.898227	0.913275	2.646361
legal	77	14336	2.050617	1.920065	2.75146	0.480442	1.933549
legal	78	14336	1.346625	1.514911	1.996114	0.425459	1.831982
legal	79	14336	1.558456	1.527821	2.318022	0.659325	2.296551
legal	80	14336	1.159263	1.177776	2.078494	0.925312	2.819418
legal	81	14336	1.266234	1.228242	1.989028	0.6552	2.763017
legal	82	14336	0.992853	1.115205	1.800578	0.586657	2.522158
legal	83	14336	1.438248	1.340158	2.080154	0.84091	2.832986
legal	84	14336	1.695968	1.943446	2.933726	0.89545	2.780299
legal	85	14336	2.051218	1.660705	2.493453	0.909754	2.618042
legal	86	14336	1.633305	1.384053	2.33913	0.67484	2.323517
legal	87	14336	1.151973	1.043264	1.676514	0.777947	2.584911
legal	88	14336	2.169814	1.887779	2.872267	0.889087	2.848635
legal	89	14336	1.398016	1.412601	2.834912	1.312384	3.017018
legal	90	14336	1.647827	1.524947	2.437003	1.345623	3.243728
legal	91	14336	1.781272	1.45604	2.153733	0.530077	2.416732
legal	92	14336	1.432667	1.331531	2.024849	0.891221	2.702134
legal	93	14336	1.561881	1.386667	2.134677	0.533817	2.3046
legal	94	14336	1.653225	1.472398	2.115997	0.834321	2.5656
legal	95	14336	1.806174	1.597795	2.404902	0.838594	2.28818
legal	96	14336	1.190947	1.224132	2.180393	0.64353	2.835538
legal	97	14336	1.292379	1.372412	2.132046	0.596853	2.166422
legal	98	14336	1.912561	1.590414	2.581738	0.967759	2.588549
legal	99	14336	1.191729	1.065584	1.968897	0.797249	2.474887
legal	100	14336	2.010359	1.998441	2.773449	1.220241	2.58341
legal	101	14336	2.00877	1.66846	2.30867	0.720931	2.333622
legal	102	14336	1.642223	1.341787	2.375774	0.741523	2.499833
legal	103	14336	2.14839	1.973977	2.825322	1.298473	2.847425
legal	104	14336	2.047181	1.892845	2.787584	0.953767	3.138649
legal	105	14336	1.689648	1.443755	2.487635	1.207264	2.882057
legal	106	14336	1.537504	1.456282	2.500025	0.788878	2.915295
legal	107	14336	1.475656	1.296199	2.080005	0.923298	2.791976
legal	108	14336	2.058596	1.787192	2.73735	0.784213	2.821178
legal	109	14336	1.980585	1.761299	2.510887	0.468526	1.878156
legal	110	14336	1.576226	1.423899	2.248477	0.511555	2.027452
legal	111	14336	1.779271	1.651129	2.20892	0.870814	2.746548
legal	112	14336	1.467894	1.654284	2.527682	0.390798	2.094455
legal	113	14336	1.919566	1.744341	2.53554	0.549861	1.961125
legal	114	14336	2.52185	2.358025	3.283696	1.206839	2.992737
legal	115	14336	1.675611	1.743186	2.574196	0.476552	2.366079
legal	116	14336	2.132654	2.047768	2.718199	0.982058	2.409495
legal	117	14336	1.524105	1.331886	2.231086	0.456931	2.17906
legal	118	14336	1.707532	1.363208	2.213746	0.810381	2.702026
legal	119	14336	1.642785	1.464708	2.101304	0.485537	1.989724
legal	120	14336	1.684311	1.549393	2.616698	1.032103	2.985461
legal	121	14336	1.669597	1.70735	2.449389	0.912057	2.668165
legal	122	14336	0.984887	1.065132	1.817426	0.455539	2.283902
legal	123	14336	1.289952	1.372041	2.301188	0.88282	2.593993
legal	124	14336	1.441304	1.3302	2.04799	0.907461	2.749394
legal	125	14336	1.094706	1.279212	2.285777	0.705427	2.957105
legal	126	14336	1.323408	1.16634	2.04252	0.699609	2.355938
legal	127	14336	1.552947	1.434857	2.23843	0.864348	2.816259
legal	128	14336	1.378124	1.487111	2.420544	0.687273	2.290398
legal	129	14336	2.567338	2.141614	2.825727	0.673038	2.106001
legal	130	14336	1.220844	1.368716	2.211283	0.593933	2.277186
legal	131	14336	1.273792	1.329779	1.959003	0.671277	2.475557
legal	132	14336	1.810295	1.710215	2.614141	0.985484	2.941431
legal	133	14336	1.128221	1.273934	2.099895	0.828474	2.800725
legal	134	14336	1.422548	1.446117	2.308311	0.966145	2.500616
legal	135	14336	2.096643	1.927903	2.391693	0.667275	1.795219
legal	136	14336	1.78575	1.660947	2.640268	0.8163	2.15996
legal	137	14336	1.124647	1.056541	1.867883	0.674614	2.615218
legal	138	14336	1.496913	1.290671	2.126796	0.775406	2.596155
legal	139	14336	1.596943	1.349677	2.186318	0.962782	2.900724
legal	140	14336	1.676083	1.562497	2.409624	0.933066	2.811599
legal	141	14336	1.576439	1.433779	2.308659	0.992692	2.324991
legal	142	14336	1.487023	1.46636	2.126274	0.796165	2.539093
legal	143	14336	1.245105	1.289619	1.908645	0.951386	2.981439
legal	144	14336	1.728987	1.795928	2.64011	0.478103	2.363182
legal	145	14336	2.18359	1.946635	2.903999	0.869173	2.660639
legal	146	14336	1.398061	1.216176	2.18052	0.885539	3.087378
legal	147	14336	1.225435	1.187424	2.119576	1.146678	2.789813
legal	148	14336	1.431821	1.367051	2.323549	0.774431	2.633814
legal	149	14336	2.057812	1.852072	2.748986	0.635959	2.20586
legal	150	14336	1.341245	1.22421	2.314958	0.765235	2.316667
legal	151	14336	0.952258	1.05381	1.889831	0.632734	2.831064
legal	152	14336	1.23654	1.148867	2.015718	0.849399	2.746175
legal	153	14336	1.430868	1.469042	2.244316	0.733454	2.44649
legal	154	14336	1.770238	1.658269	2.795123	1.033446	2.594911
legal	155	14336	1.478441	1.617939	2.73549	1.32132	3.084764
legal	156	14336	2.256963	2.058347	2.703197	1.491262	2.853824
legal	157	14336	1.361837	1.398098	2.246795	0.864024	2.610973
legal	158	14336	1.569886	1.370536	2.208599	0.740564	2.42672
legal	159	14336	1.476988	1.347924	2.12192	0.654116	2.282177
legal	160	14336	1.134965	1.152696	1.732343	0.870206	2.391685
legal	161	14336	1.753897	1.504529	2.154813	1.125849	2.461111
legal	162	14336	1.70563	1.593439	2.266703	0.730473	2.194752
legal	163	14336	1.524575	1.33973	2.071615	0.851734	2.32239
legal	164	14336	1.039117	1.114123	1.889985	0.801066	2.692585
legal	165	14336	1.935991	1.720058	2.380598	0.669066	2.192358
legal	166	14336	1.963541	1.671547	2.472373	0.516133	2.361904
legal	167	14336	1.653234	1.478672	1.960556	1.03914	2.727081
legal	168	14336	1.47048	1.585064	2.310304	1.118913	2.820604
legal	169	14336	1.361859	1.305258	2.097746	0.914923	2.550306
legal	170	14336	1.495561	1.596154	2.439627	1.118465	2.866704
legal	171	14336	1.159491	1.172569	1.989161	0.943852	2.706974
legal	172	14336	1.802392	1.724057	2.903457	0.838529	2.530251
legal	173	14336	2.619339	2.090799	2.836779	0.594217	1.762287
legal	174	14336	1.209208	1.194277	2.170816	0.765842	2.340559
legal	175	14336	1.89883	1.62062	2.755803	1.252005	3.118963
legal	176	14336	1.173721	1.127884	2.014053	0.795402	2.51504
legal	177	14336	1.788113	1.628286	2.648284	0.983671	2.583804
legal	178	14336	1.231881	1.193573	2.036093	0.906045	2.892744
legal	179	14336	1.233844	1.200485	2.098893	1.003931	2.792227
legal	180	14336	0.883206	1.134831	2.353077	0.754296	2.962388
legal	181	14336	3.419283	2.929989	3.677058	1.269439	2.638759
legal	182	14336	1.754012	1.599222	2.353211	0.98922	3.201403
legal	183	14336	1.367657	1.473991	2.30725	0.683371	2.438778
legal	184	14336	1.872235	1.569462	2.470452	0.656943	2.307039
legal	185	14336	0.977883	1.044853	1.667096	0.806069	2.451476
legal	186	14336	1.373187	1.436923	2.46817	0.876723	2.777097
legal	187	14336	1.505733	1.245384	2.105061	0.795336	2.528821
legal	188	14336	1.681128	1.413629	2.186316	1.037596	2.570807
legal	189	14336	1.107203	1.195729	2.189328	0.762706	2.74413
legal	190	14336	1.801137	1.937486	2.813671	0.821318	2.511422
legal	191	14336	1.17275	1.239782	2.360545	0.917768	2.728948
legal	192	14336	1.117926	1.124583	1.675927	0.581288	2.370743
legal	193	14336	0.858373	1.02325	1.801697	0.749571	2.35961
legal	194	14336	1.761904	1.454304	2.141432	0.647699	2.268335
legal	195	14336	1.409537	1.397805	2.445042	0.928361	2.890897
legal	196	14336	1.292992	1.171225	2.011655	0.91623	2.95576
legal	197	14336	1.168861	1.2466	2.288878	0.852204	3.105192
legal	198	14336	2.852632	2.639907	3.85296	2.552537	3.528598
legal	199	14336	2.000419	1.977192	2.741015	1.426724	2.895007
ga	0	16384	3.447281	3.229599	4.315804	3.593079	1.093211
ga	1	16384	3.341469	3.204956	4.078036	3.439354	0.753844
ga	2	16384	3.235291	3.160736	4.287872	3.525436	0.819881
ga	3	16384	3.145561	3.047592	4.163544	3.342163	0.812233
ga	4	16384	3.06922	3.003864	4.052946	3.298767	0.780949
ga	5	16384	3.349762	3.049414	4.570045	3.699543	0.829697
ga	6	16384	3.217485	3.114239	4.438156	3.569149	0.658211
ga	7	16384	3.533657	3.305908	4.42223	3.436766	0.67788
ga	8	16384	3.143223	3.049042	3.85511	3.373909	0.66023
ga	9	16384	3.263646	3.166016	4.025345	3.474815	0.886022
ga	10	16384	3.355923	3.154278	4.44164	3.425251	0.873106
ga	11	16384	3.527782	3.335611	4.438492	3.722713	0.889122
ga	12	16384	3.264977	3.103561	4.312225	3.428284	1.052619
ga	13	16384	3.264753	3.03841	4.011151	3.282211	0.965517
ga	14	16384	3.643491	3.197717	3.988538	3.284214	1.661567
ga	15	16384	3.453802	3.313004	4.041656	3.723524	0.939406
ga	16	16384	2.959732	2.79364	4.330826	3.085266	1.238254
ga	17	16384	3.716925	3.176836	4.570309	3.632929	1.727078
ga	18	16384	3.526649	3.056415	4.564737	3.584876	0.987267
ga	19	16384	3.604371	3.290115	4.463404	3.652747	0.840705
ga	20	16384	3.119751	3.032578	3.928265	3.446196	0.660822
ga	21	16384	3.429474	3.266937	4.232312	3.494394	0.696224
ga	22	16384	3.511481	3.30172	4.590671	3.693146	0.73568
ga	23	16384	3.961348	3.47155	4.726646	3.609383	0.647462
ga	24	16384	3.541321	3.317612	4.423447	3.302567	0.707024
ga	25	16384	3.447034	3.309704	4.446157	3.64521	0.52142
ga	26	16384	3.469117	3.271767	4.289491	3.463282	0.945867
ga	27	16384	3.287715	2.965099	4.054039	3.518631	1.207526
ga	28	16384	3.285064	3.112974	4.127432	3.380508	0.934843
ga	29	16384	3.751986	3.478508	4.48791	3.644977	0.831038
ga	30	16384	3.509651	3.311701	4.470992	3.751595	0.881099
ga	31	16384	3.271842	3.072264	3.900998	3.544366	0.743292
ga	32	16384	3.465648	3.108036	4.471292	3.732746	0.866964
ga	33	16384	3.653011	3.390194	4.295574	3.606867	0.665643
ga	34	16384	3.218975	2.914337	4.047584	3.508514	0.845922
ga	35	16384	3.236732	3.094452	4.361265	3.679237	0.574155
ga	36	16384	3.439857	3.183981	4.983526	3.700015	0.819067
ga	37	16384	3.307467	3.169792	4.488426	3.705753	1.030986
ga	38	16384	3.328094	3.276085	4.200289	3.657382	1.187093
ga	39	16384	3.482845	2.998325	4.075865	3.30496	0.738781
ga	40	16384	3.662689	3.418304	4.534345	3.647549	0.779287
ga	41	16384	3.654346	3.403074	4.141973	3.275094	0.897932
ga	42	16384	3.15118	2.968819	3.902046	3.453072	1.031937
ga	43	16384	3.346878	3.22438	4.463089	3.443893	0.566123
ga	44	16384	3.374298	3.149635	4.171986	3.47855	0.695974
ga	45	16384	3.278811	3.17277	4.481021	3.59978	0.988329
ga	46	16384	3.176113	3.081375	4.466244	3.485341	0.494488
ga	47	16384	3.448641	3.193289	4.451303	3.562505	0.830795
ga	48	16384	3.506874	3.169762	4.757526	3.55088	0.594112
ga	49	16384	3.358578	3.268223	4.177869	3.409824	0.738132
ga	50	16384	3.71727	3.518265	4.495087	3.72113	0.337341
ga	51	16384	3.26295	3.111212	4.33563	3.487071	0.931799
ga	52	16384	3.702753	3.402122	4.477561	3.658272	0.757415
ga	53	16384	3.541498	3.154465	4.151525	3.541466	0.66658
ga	54	16384	3.290054	3.157333	4.11242	3.479401	0.750285
ga	55	16384	3.148479	2.947784	4.014782	3.277328	0.657477
ga	56	16384	3.223757	3.071564	4.181105	3.315941	0.856892
ga	57	16384	3.943047	3.675758	4.546144	4.056984	1.527365
ga	58	16384	3.192216	3.053826	3.839138	3.420533	1.205873
ga	59	16384	3.406921	3.049133	4.145701	3.415623	0.434077
ga	60	16384	3.494998	3.279739	4.581641	3.711985	0.690339
ga	61	16384	3.237751	2.933094	3.685467	3.284214	0.767788
ga	62	16384	3.308774	3.155869	4.194629	3.627722	0.898543
ga	63	16384	3.073125	3.00053	3.83063	3.406273	0.950544
ga	64	16384	3.319916	3.170471	4.252226	3.512029	0.929819
ga	65	16384	3.640112	3.391661	4.278343	3.610245	0.962324
ga	66	16384	3.575707	3.303156	4.026012	3.540169	0.885147
ga	67	16384	3.651195	3.411568	4.698949	3.810131	1.023323
ga	68	16384	3.31064	3.256235	4.138125	3.475279	0.93197
ga	69	16384	3.419304	3.227341	4.387245	3.598734	0.756232
ga	70	16384	3.52409	3.350696	4.09517	3.585644	1.156336
ga	71	16384	3.07746	2.860794	3.635378	3.238697	1.018579
ga	72	16384	3.047362	3.070792	3.975903	3.324931	0.771005
ga	73	16384	3.497705	3.355347	4.355192	3.758698	0.671649
ga	74	16384	3.339204	3.110138	4.399549	3.627899	0.702505
ga	75	16384	3.430359	3.427231	4.055008	3.900177	0.991046
ga	76	16384	3.202198	3.064697	4.095296	3.509918	0.865897
ga	77	16384	3.887477	3.610998	4.8543	3.695919	0.586841
ga	78	16384	3.05545	3.086418	4.310312	3.390474	0.686856
ga	79	16384	3.629608	3.453606	4.497174	3.428238	0.904018
ga	80	16384	3.335757	3.075745	4.107619	3.68375	0.720429
ga	81	16384	3.36661	3.185318	3.83652	3.515298	0.908882
ga	82	16384	3.315979	3.102697	4.043534	3.628433	0.807413
ga	83	16384	3.280907	3.054497	4.277713	3.497959	0.653011
ga	84	16384	3.634336	3.243803	4.366304	3.456516	1.077686
ga	85	16384	3.174011	3.139175	4.050695	3.547043	1.011262
ga	86	16384	3.152512	2.939209	4.039032	3.433578	0.952214
ga	87	16384	2.928132	2.733265	4.493931	3.428015	0.635652
ga	88	16384	3.273277	3.08606	4.3312	3.414429	0.873593
ga	89	16384	3.209042	3.177979	4.34095	3.630875	0.983752
ga	90	16384	3.176243	3.015285	4.087829	3.362919	0.891447
ga	91	16384	3.424579	3.10833	4.56842	3.611224	1.140292
ga	92	16384	3.384027	3.025743	4.056963	3.418696	0.591725
ga	93	16384	3.216553	2.815063	4.101055	3.349674	1.057139
ga	94	16384	3.202734	3.038517	4.3097	3.495163	1.162019
ga	95	16384	3.044335	2.982971	3.600418	3.183002	0.690795
ga	96	16384	3.807104	3.525772	4.848411	3.695076	0.839648
ga	97	16384	3.304379	3.076893	4.682667	3.422517	1.169289
ga	98	16384	3.223122	3.018005	3.87265	3.452393	0.720839
ga	99	16384	3.281178	3.263306	4.616405	3.771648	1.121706
ga	100	16384	3.23542	3.043396	3.8055	3.531731	0.808795
ga	101	16384	3.41272	3.141861	4.170532	3.510216	1.264434
ga	102	16384	3.466011	3.12706	4.457806	3.537567	0.747922
ga	103	16384	4.049873	3.721222	5.122201	3.747242	1.232465
ga	104	16384	3.345757	3.131413	4.455377	3.718529	0.825207
ga	105	16384	3.283272	3.112854	4.337536	3.318785	0.812983
ga	106	16384	3.260445	3.264851	4.535005	3.677757	0.78872
ga	107	16384	3.184913	3.182781	4.008925	3.440811	0.797772
ga	108	16384	2.97612	2.905993	3.929853	3.308483	0.804883
ga	109	16384	3.141827	3.120551	4.291108	3.573784	0.840489
ga	110	16384	3.367973	3.338837	4.592384	3.522034	0.830988
ga	111	16384	3.186718	3.021687	4.098487	3.37479	0.959959
ga	112	16384	3.259087	3.175583	4.360799	3.531506	0.702342
ga	113	16384	3.512855	3.393814	4.409245	3.528849	0.70653
ga	114	16384	3.424076	3.234962	3.874393	3.277828	0.99915
ga	115	16384	3.159161	2.885704	3.874514	3.365845	1.276048
ga	116	16384	3.166161	2.93882	3.900233	3.331635	0.772349
ga	117	16384	3.22998	3.101944	4.315605	3.605042	0.683957
ga	118	16384	3.392365	3.237913	4.401346	3.592696	0.904658
ga	119	16384	3.39286	3.22493	4.485106	3.83284	0.808177
ga	120	16384	2.996475	2.997086	4.118195	3.49176	0.75382
ga	121	16384	3.392318	3.116537	4.515557	3.558977	0.814365
ga	122	16384	3.13723	3.153442	4.243214	3.492889	0.874205
ga	123	16384	3.4704	3.197247	4.584352	3.423642	1.179765
ga	124	16384	3.167467	3.055328	4.165837	3.444817	0.745427
ga	125	16384	3.536179	3.354507	4.230825	3.60791	0.995752
ga	126	16384	3.089478	2.982048	4.20937	3.487045	0.779868
ga	127	16384	3.264056	3.113892	4.005686	3.504084	0.780502
ga	128	16384	3.733656	3.430168	4.279779	3.887563	1.492914
ga	129	16384	3.22031	3.047577	4.148312	3.369019	0.601187
ga	130	16384	3.341638	3.191427	4.237831	3.399429	0.99342
ga	131	16384	4.044397	3.641441	4.590958	3.498279	0.746581
ga	132	16384	3.175152	2.990025	4.04253	3.260593	0.627285
ga	133	16384	3.519831	3.352704	4.211091	3.538402	1.011098
ga	134	16384	3.540375	3.351456	4.481047	3.788124	1.067826
ga	135	16384	3.386411	3.160412	4.363293	3.406219	0.991017
ga	136	16384	3.139778	2.95488	4.237966	3.366358	0.60256
ga	137	16384	3.398697	3.081192	4.404201	3.390198	0.868462
ga	138	16384	3.527656	3.428055	4.307214	3.613701	0.997501
ga	139	16384	3.173401	3.012375	4.209423	3.464569	0.63734
ga	140	16384	3.207127	3.134445	4.276198	3.410544	0.819083
ga	141	16384	3.260116	3.069992	4.413539	3.541899	0.926064
ga	142	16384	3.304434	3.14151	4.223431	3.472839	0.470748
ga	143	16384	3.438638	3.164902	4.267066	3.543877	0.862492
ga	144	16384	3.163776	3.075706	4.326792	3.590084	0.984986
ga	145	16384	3.180187	3.076614	4.07872	3.441986	0.751844
ga	146	16384	3.562874	3.424957	4.531977	3.66732	1.149883
ga	147	16384	3.3577	3.201904	4.611798	3.663918	1.211957
ga	148	16384	3.43115	3.355712	4.364947	3.554976	1.007582
ga	149	16384	3.184311	3.143646	4.075714	3.425674	1.003016
ga	150	16384	2.805233	2.883823	4.216986	3.144071	1.156827
ga	151	16384	3.162754	2.872917	3.712952	3.383744	0.914933
ga	152	16384	3.153534	3.026276	3.938442	3.429823	0.65069
ga	153	16384	3.223182	3.151588	4.317555	3.624344	0.569922
ga	154	16384	3.468449	3.238998	4.000391	3.410049	0.78093
ga	155	16384	3.516068	3.275536	4.021415	3.539577	0.781344
ga	156	16384	3.69152	3.111824	4.650067	3.601972	0.996161
ga	157	16384	3.298691	3.091759	4.517227	3.501038	0.859753
ga	158	16384	3.41239	3.317797	4.591099	3.494369	1.164018
ga	159	16384	3.349401	3.176334	4.247923	3.475084	0.883348
ga	160	16384	3.477254	3.011957	4.565928	3.57473	0.822066
ga	161	16384	3.368673	3.252274	4.138744	3.535309	1.016176
ga	162	16384	3.500561	3.151344	4.265446	3.429878	0.97483
ga	163	16384	3.289032	3.283905	3.868736	3.476509	0.872445
ga	164	16384	3.296917	3.076576	4.512043	3.364937	0.580406
ga	165	16384	3.962024	3.482725	5.140896	3.571227	0.680624
ga	166	16384	3.137339	2.977402	4.241997	3.456293	0.715344
ga	167	16384	3.705649	3.356236	4.570189	3.71084	0.804812
ga	168	16384	3.372496	3.110729	4.128875	3.536793	1.078106
ga	169	16384	3.303023	3.001053	3.998699	3.377838	0.883039
ga	170	16384	3.125839	3.057663	4.191624	3.543358	0.723298
ga	171	16384	3.255519	2.954178	4.054897	3.523538	0.782515
ga	172	16384	3.457255	3.295143	4.302075	3.49551	0.597806
ga	173	16384	3.393571	3.153894	3.958763	3.269138	1.119213
ga	174	16384	3.158271	2.992886	3.967314	3.387947	0.787621
ga	175	16384	3.447569	3.508583	4.338711	3.637865	0.850913
ga	176	16384	3.382787	3.026426	4.203889	3.371002	0.909961
ga	177	16384	3.410347	3.247536	4.337805	3.487793	0.927212
ga	178	16384	3.194424	3.137978	3.959841	3.508621	0.865774
ga	179	16384	2.939552	2.82045	3.785091	3.399054	0.727211
ga	180	16384	3.519988	3.184692	4.38674	3.779316	0.832244
ga	181	16384	3.369247	3.264214	4.09594	3.758734	0.90741
ga	182	16384	3.574756	3.367161	4.246179	3.464895	0.888543
ga	183	16384	2.832778	2.852084	4.231665	3.167783	0.936956
ga	184	16384	3.589621	3.424568	4.085455	3.655397	1.241695
ga	185	16384	3.09893	3.100449	4.234495	3.500675	0.698389
ga	186	16384	3.68171	3.355696	4.644755	3.784428	0.558926
ga	187	16384	3.563961	3.335159	4.390707	3.542255	0.718849
ga	188	16384	3.694989	3.453173	4.676283	3.614441	1.054871
ga	189	16384	4.780823	3.528238	5.273779	3.469629	0.983207
ga	190	16384	3.762469	3.27626	4.190184	3.300186	0.924852
ga	191	16384	3.1092	3.096962	4.264135	3.402848	1.029643
ga	192	16384	3.01401	2.949099	3.956776	3.474146	1.320384
ga	193	16384	3.449094	3.275784	4.18043	3.54768	0.824617
ga	194	16384	3.043357	2.920867	3.657787	3.109772	1.096103
ga	195	16384	3.574314	3.431549	4.552105	3.698669	0.79727
ga	196	16384	3.327921	2.921822	4.383481	3.538681	0.828109
ga	197	16384	3.62619	3.365479	4.20841	3.663185	0.786549
ga	198	16384	3.369292	3.196991	4.523788	3.472016	1.113115
ga	199	16384	3.329335	3.126347	4.177208	3.454521	0.956832
prose	0	8192	1.066067	1.517327	2.794232	1.854872	3.733363
prose	1	8192	1.03133	1.527174	2.705408	1.368241	3.118946
prose	2	8192	1.083887	1.447248	2.225032	1.703963	3.273663
prose	3	8192	0.848284	1.184364	2.180315	1.386533	3.170039
prose	4	8192	0.660324	1.053088	1.840361	1.257979	3.232031
prose	5	8192	0.738777	1.679314	2.228511	1.943354	3.59459
prose	6	8192	0.982838	1.543209	2.569814	1.813987	3.474974
prose	7	8192	0.886862	1.185602	1.939642	1.442037	3.152896
prose	8	8192	1.293497	1.642403	2.608744	1.887836	3.617217
prose	9	8192	0.81768	1.733601	2.677212	1.896346	3.374423
prose	10	8192	0.85541	1.032034	1.856253	1.104859	2.870155
prose	11	8192	1.029657	1.417301	2.351666	1.708909	3.413925
prose	12	8192	1.198633	1.899057	3.03031	2.02841	3.159293
prose	13	8192	1.082021	1.325945	2.221095	1.532012	3.313176
prose	14	8192	0.948006	1.081957	1.962175	1.354909	3.295328
prose	15	8192	1.07272	1.341836	2.364691	1.558148	3.368731
prose	16	8192	0.979319	1.238568	2.419634	1.648242	3.427254
prose	17	8192	1.017417	1.539548	2.56037	1.747526	3.287314
prose	18	8192	0.794251	1.056235	1.685064	0.91693	2.483731
prose	19	8192	1.15907	1.691544	2.703775	1.92326	3.396596
prose	20	8192	0.472905	1.433255	2.367483	1.891144	3.733232
prose	21	8192	1.079583	1.458195	2.561596	1.596579	3.331337
prose	22	8192	1.10805	1.591282	2.476314	1.618912	3.141449
prose	23	8192	0.906109	1.115046	1.800899	1.180216	3.030462
prose	24	8192	0.915018	1.540308	2.78806	1.88318	3.554837
prose	25	8192	1.280048	2.036234	3.123921	2.202696	3.602546
prose	26	8192	0.793508	2.448335	3.897933	2.748843	4.126419
prose	27	8192	0.808564	1.096298	2.007044	1.24526	3.211608
prose	28	8192	0.755633	1.831413	2.808775	2.168668	3.938731
prose	29	8192	0.80969	1.269461	2.077752	1.372787	3.374387
prose	30	8192	1.002318	1.267786	2.337526	1.844929	3.582493
prose	31	8192	0.759531	1.267709	2.174438	1.489831	3.211588
prose	32	8192	1.327193	2.003495	2.965278	2.16025	3.52423
prose	33	8192	0.975769	1.375542	2.123276	1.50075	3.281016
prose	34	8192	0.776095	1.923095	3.138236	2.449233	3.889059
prose	35	8192	1.426976	2.138037	2.802595	2.36343	3.725522
prose	36	8192	0.915881	1.313185	2.064257	1.42219	3.238134
prose	37	8192	0.965473	1.599335	2.439892	1.740772	3.308829
prose	38	8192	1.040054	1.333517	2.307824	1.560558	3.440547
prose	39	8192	0.825455	1.350924	2.271017	1.408961	3.115766
prose	40	8192	1.844379	2.230166	3.271995	2.682592	3.947887
prose	41	8192	1.026142	1.431939	2.285177	1.572045	3.309871
prose	42	8192	0.897074	1.273712	2.136115	1.479817	3.356428
prose	43	8192	1.001926	1.465577	2.270462	1.634413	3.380967
prose	44	8192	0.996499	1.287708	2.309133	1.531778	3.263788
prose	45	8192	0.860056	1.310961	2.289092	1.516076	3.280739
prose	46	8192	0.932208	1.329547	2.025365	1.105331	3.185814
prose	47	8192	1.02601	1.146943	1.982897	1.326753	3.253122
prose	48	8192	0.769117	1.09098	1.825041	1.237309	3.085871
prose	49	8192	0.825209	1.108098	1.949589	1.363544	2.727437
prose	50	8192	0.849364	1.432476	2.400537	1.789274	3.751377
prose	51	8192	1.103761	1.505854	2.082097	1.783956	3.167047
